movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score
K-19: The Widowmaker,58,2002-07-19,46423035.12,2002-07-19,138.0,PG-13,Action Thriller,Paramount,Kathryn Bigelow,Kathryn Bigelow,132000000.0,2830.0,"Harrison Ford,Liam Neeson,Peter Sarsgaard",,,Klaus Badelt,7,2002,1.32,16403.8993357,171318650.708
K-PAX,49,2001-10-26,67453569.9,2001-10-26,121.0,PG-13,Drama,Universal,Iain Softley,"Lawrence Gordon,Lloyd Levin",91120000.0,2581.0,"Kevin Spacey,Jeff Bridges",Charles Leavitt,,Ed Shearmur,10,2001,1.34,26134.6648198,55290714.97
Kangaroo Jack,16,2003-01-17,86346102.27,2003-01-17,89.0,PG,Family Comedy,Warner Bros.,,Jerry Bruckheimer,77400000.0,2848.0,Christopher Walken*,,,Trevor Rabin,1,2003,1.29,30318.1538869,114406290.953
Keane,79,2005-09-09,40572.32,2005-09-09,100.0,R,Drama,Magnolia,,"Steven Soderbergh, ,(executive)",1037000.0,5.0,"Abigail Breslin,Amy Ryan",,,,9,2005,1.22,8114.464,210415381.47
Keeping the Faith,60,2000-04-14,51126074.4,2000-04-14,129.0,PG-13,Romantic Comedy,Buena Vista,,"Gary Barber, ,(executive),Roger Birnbaum, ,(executive),Stuart Blumberg,Jonathan Glickman, ,(executive)",40020000.0,2171.0,"Ben Stiller,Edward Norton,Anne Bancroft",Stuart Blumberg,Anastas N.  Michos,Elmer Bernstein,4,2000,1.38,23549.5506218,75442333.1167
Kick-Ass 2,41,2013-08-16,29371904.7,2013-08-16,103.0,R,Action Comedy,Universal,Jeff Wadlow,"Mark Millar, ,(executive),Brad Pitt,Matthew Vaughn",28560000.0,2945.0,"Aaron Johnson,Chloe Moretz,Christopher Mintz-Plasse,Jim Carrey,Morris Chestnut,John Leguizamo,Clark Duke",Jeff Wadlow,,Henry Jackman,8,2013,1.02,9973.48207131,117293345.049
Kicking and Screaming,75,1995-10-06,64468123.28,2005-05-13,96.0,PG,Sports Comedy,Universal,,"Judd Apatow, ,(executive),Daniel Lupi, ,(executive),Charles Roven",54900000.0,3470.0,"Will Ferrell,Robert Duvall,Josh Hutcherson",,,Mark Isham,5,2005,1.22,18578.709879,91964003.385
Killer Elite,44,2011-09-23,26632463.96,2011-09-23,100.0,R,Action Thriller,Open Road Films,Gary McKendry,,74200000.0,2986.0,"Jason Statham,Robert DeNiro,Clive Owen,Yvonne Strahovski,Dominic Purcell","Gary McKendry,Matt Sherring",,,9,2011,1.06,8919.11050234,72749709.6472
Killers,21,2010-06-04,51295359.67,2010-06-04,100.0,PG-13,Action Comedy,Lionsgate,Robert Luketic,Scott Aversano,81750000.0,2859.0,"Katherine Heigl,Ashton Kutcher,Tom Selleck,Catherine O'Hara,Rob Riggle",Ted Griffin,,Rolfe Kent,6,2010,1.09,17941.7137705,77307572.213
Killers,51,2015-01-23,51295359.67,2010-06-04,100.0,PG-13,Action Comedy,Lionsgate,Robert Luketic,Scott Aversano,81750000.0,2859.0,"Katherine Heigl,Ashton Kutcher,Tom Selleck,Catherine O'Hara,Rob Riggle",Ted Griffin,,Rolfe Kent,6,2010,1.09,17941.7137705,77307572.213
Killing Them Softly,64,2012-11-30,15627098.24,2012-11-30,97.0,R,Crime Thriller,Weinstein Company,Andrew Dominik,"Megan Ellison, ,(executive),Dede Gardner,Brad Pitt",15600000.0,2424.0,"Brad Pitt,Ray Liotta,Richard Jenkins,James Gandolfini",Andrew Dominik,,,11,2012,1.04,6446.82270627,100034362.51
Kindergarten Cop,61,1990-12-21,91457688.0,1990-12-22,111.0,PG-13,Comedy,Universal,Ivan Reitman,"Brian Grazer,Joe Medjuck, ,(executive),Ivan Reitman",15000000.0,1937.0,"Arnold Schwarzenegger,Angela Bassett*",,Michael Chapman,Randy Edelman,12,1990,1.0,47216.1528136,73512416.2
King Arthur,46,2004-07-07,65371627.44,2004-07-07,130.0,PG-13,Period Adventure,Buena Vista,Antoine Fuqua,Jerry Bruckheimer,151200000.0,3086.0,"Clive Owen,Keira Knightley,Ioan Gruffudd,Stellan Skarsgard,Joel Edgerton,Ray Stevenson,Mads Mikkelsen,Hugh Dancy,Stephen Dillane,Til Schweiger",David Franzoni,Slawomir Idziak,Hans Zimmer,7,2004,1.26,21183.2882178,235495989.99
King Kong,81,2005-12-14,266057630.5,2005-12-14,187.0,PG-13,Period Adventure,Universal,Peter Jackson,"Peter Jackson,Fran Walsh",252540000.0,3627.0,"Naomi Watts,Jack Black,Adrien Brody,Colin Hanks,Andy Serkis,Jamie Bell,Kyle Chandler","Philippa Boyens,Fran Walsh",Andrew Lesnie,James Newton Howard,12,2005,1.22,73354.7368348,335666631.13
Kingdom Come,48,2001-04-11,31154529.66,2001-04-11,94.0,PG,Comedy / Drama,Fox Searchlight,,,9380000.0,1111.0,"LL Cool J,Jada Pinkett-Smith,Vivica A. Fox,Anthony Anderson,Cedric the Entertainer",,,Tyler Bates,4,2001,1.34,28041.8808821,306169268.0
Kingdom of Heaven,63,2005-05-06,57826063.86,2005-05-06,145.0,R,Historical Epic,Fox,Ridley Scott,Ridley Scott,158600000.0,3219.0,"Orlando Bloom,Eva Green,Jeremy Irons,Liam Neeson,Michael Sheen,Brendan Gleeson,Edward Norton*",William Monahan,,Harry Gregson-Williams,5,2005,1.22,17963.9838024,383367272.342
Kingsman: The Secret Service,58,2015-02-13,128261724.0,2015-02-13,129.0,R,Action / Adventure,Fox,Matthew Vaughn,Matthew Vaughn,81000000.0,3282.0,"Sofia Boutella,Colin Firth,Samuel L. Jackson,Michael Caine,Taron Egerton,Mark Strong,Sophie Cookson,Mark Hamill","Jane Goldman,Matthew Vaughn",,Henry Jackman,2,2015,1.0,39080.3546618,256415166.333
Kinsey,79,2004-11-12,12921273.54,2004-11-12,124.0,R,Period Drama,Fox Searchlight,Bill Condon,,13860000.0,588.0,"Liam Neeson,Laura Linney,Chris O'Donnell,Peter Sarsgaard,John Krasinski*",Bill Condon,,Carter Burwell,11,2004,1.26,21974.955,135342019.303
Kiss of the Dragon,58,2001-07-06,49372466.16,2001-07-06,98.0,R,Action,Fox,,Luc Besson,33500000.0,2100.0,Jet Li,"Luc Besson,Robert Mark Kamen",,Craig Armstrong,7,2001,1.34,23510.6981714,103843903.34
Kiss the Girls,46,1997-10-03,60527873.0,1997-10-03,117.0,R,Thriller,Paramount,,,27000000.0,2406.0,"Morgan Freeman,Ashley Judd,Cary Elwes,Brian Cox",,,Mark Isham,10,1997,1.0,25157.0544472,155594570.5
Kissing Jessica Stein,72,2001-03-13,9273953.04,2002-03-13,96.0,R,Romantic Comedy,Fox Searchlight,,"Doug Liman*, ,(associate)",1320000.0,319.0,"Michael Ealy*,Jon Hamm*",,Lawrence Sher,Marcelo Zarvos,3,2002,1.32,29071.9531034,113981687.25
Kit Kittredge: An American Girl,63,2008-06-20,19600350.03,2008-06-20,101.0,G,Family,Picturehouse,,"Julia Roberts, ,(executive)",11100000.0,1849.0,"Abigail Breslin,Max Thieriot",,,,6,2008,1.11,10600.5138075,108966067.344
Knocked Up,85,2007-06-01,171084254.55,2007-06-01,129.0,R,Romantic Comedy,Universal,Judd Apatow,"Judd Apatow,Evan Goldberg, ,(executive),Seth Rogen, ,(executive)",34500000.0,2975.0,"Seth Rogen,Katherine Heigl,Paul Rudd,Leslie Mann,Jay Baruchel,Jonah Hill,Jason Segel,Kristen Wiig,Harold Ramis*,Adam Scott*,James Franco*, ,(Cameo),Steve Carell*, ,(Cameo)",Judd Apatow,,,6,2007,1.15,57507.3124538,129289015.8
Knowing,41,2009-03-20,88752973.74,2009-03-20,122.0,PG-13,Drama / Thriller,Summit Entertainment,Alex Proyas,"Todd Black,David Bloomfield, ,(executive),Jason Blumenthal,Stephen Jones, ,(executive),Steve Tisch",55500000.0,3337.0,"Liam Hemsworth,Nicolas Cage,Rose Byrne","Juliet Snowden,Stiles White",,Marco Beltrami,3,2009,1.11,26596.6358226,66101877.2195
Kung Fu Panda,73,2008-06-06,239132396.01,2008-06-06,91.0,PG,Animation,Paramount (DreamWorks),,,144300000.0,4136.0,"Jack Black, ,(Voice),Dustin Hoffman, ,(Voice),Angelina Jolie, ,(Voice),Ian McShane ,(Voice),Jackie Chan, ,(Voice),Seth Rogen, ,(Voice),Lucy Liu, ,(Voice),David Cross ,(Voice),Dan Fogler*, ,(Voice),Michael Clarke Duncan*, ,(Voice)","Jonathan Aibel,Glenn Berger",,"John Powell,Hans Zimmer",6,2008,1.11,57817.3104473,166403513.323
Kung Fu Panda 2,67,2011-05-26,175164006.78,2011-05-26,91.0,PG,Animation,Paramount (DreamWorks),Jennifer Yuh Nelson,,159000000.0,3952.0,"Jack Black, ,(Voice),Angelina Jolie, ,(Voice),Dustin Hoffman, ,(Voice),Jackie Chan, ,(Voice),Seth Rogen, ,(Voice),Lucy Liu, ,(Voice),David Cross ,(Voice),Gary Oldman, ,(Voice),Michelle Yeoh ,(Voice),Jean-Claude Van Damme ,(Voice)","Jonathan Aibel,Glenn Berger",,"John Powell,Hans Zimmer",5,2011,1.06,44322.8762095,163753805.305
Labor Day,52,2013-12-27,13505243.28,2014-01-31,111.0,PG-13,Drama,Paramount,Jason Reitman,"Steven M. Rales, ,(executive),Jason Reitman",18180000.0,2584.0,"Kate Winslet,Josh Brolin,James Van Der Beek",Jason Reitman,,Rolfe Kent,1,2014,1.01,5226.48733746,79122193.3277
Lady in the Water,36,2006-07-21,49896499.42,2006-07-21,110.0,PG-13,Fantasy Drama,Warner Bros.,M. Night Shyamalan,"Sam Mercer,M. Night Shyamalan",82600000.0,3235.0,"Paul Giamatti,Bryce Dallas Howard,Jeffrey Wright,M. Night Shyamalan,Freddy Rodriguez,Jared Harris*",M. Night Shyamalan,Christopher Doyle,James Newton Howard,7,2006,1.18,15423.956544,97525162.9333
Lake Placid,34,1999-07-16,45431692.02,1999-07-16,82.0,R,Horror Comedy,Fox,,,50050000.0,2102.0,Brendan Gleeson,,"Daryn Okada, ,(director of photography)",John Ottman,7,1999,1.43,21613.5547193,43574090.0
Lakeview Terrace,47,2008-09-19,43582491.66,2008-09-19,110.0,PG-13,Drama / Thriller,Sony / Screen Gems,Neil LaBute,"James Lassiter,Will Smith",22200000.0,2574.0,"Samuel L. Jackson,Patrick Wilson,Kerry Washington",,,Mychael Danna,9,2008,1.11,16931.8149417,93709460.168
Land of the Lost,32,2009-06-05,54876590.7,2009-06-05,93.0,PG-13,Adventure Comedy,Universal,Brad Silberling,"Ryan Kavanaugh, ,(executive),Daniel Lupi, ,(executive),Adam McKay, ,((executive))",111000000.0,3534.0,"Leonard Nimoy,Will Ferrell,Anna Friel,Danny McBride,Jorma Taccone",Chris Henchy,,Michael Giacchino,6,2009,1.11,15528.1807301,149083913.363
Lara Croft Tomb Raider: The Cradle of Life,43,2003-07-25,84701652.84,2003-07-25,110.0,PG-13,Action / Adventure,Paramount,Jan DeBont,"Lawrence Gordon,Lloyd Levin",122550000.0,3222.0,"Angelina Jolie,Gerard Butler,Ciaran Hinds,Noah Taylor,Djimon Hounsou,Til Schweiger",,,Alan Silvestri,7,2003,1.29,26288.5328492,175765213.8
Lara Croft: Tomb Raider,33,2001-06-15,175765213.8,2001-06-15,100.0,PG-13,Action / Adventure,Paramount,Simon West,"Lawrence Gordon,Lloyd Levin,Colin Wilson",154100000.0,3349.0,"Angelina Jolie,Jon Voight,Noah Taylor,Daniel Craig",,,Graeme Revell,6,2001,1.34,52482.8945357,127032767.406
Lars and the Real Girl,70,2007-10-12,6868816.6,2007-10-12,106.0,PG-13,Comedy,MGM,Craig Gillespie,Sidney Kimmel,13800000.0,321.0,Ryan Gosling,,,,10,2007,1.15,21398.1825545,48260327.1
Last Action Hero,44,1993-06-18,50016394.0,1993-06-18,131.0,PG-13,Action Comedy,Columbia,John McTiernan,,85000000.0,2339.0,"Arnold Schwarzenegger,Ian McKellen*,Danny DeVito*, ,(Cameo),Sharon Stone*, ,(Cameo),Damon Wayans*, ,(Cameo)","Shane Black,Zak Penn*, ,(Story)",,Michael Kamen,6,1993,1.0,21383.6656691,94837587.7143
Last Holiday,52,2006-01-13,45311953.98,2006-01-13,112.0,PG-13,Comedy / Drama,Paramount,Wayne Wang,"Laurence Mark,Richard Vane, ,(executive)",53100000.0,2514.0,Queen Latifah,,,George Fenton,1,2006,1.18,18023.848043,76473940.804
Law Abiding Citizen,34,2009-10-16,81427076.97,2009-10-16,108.0,R,Thriller,Overture Films,F. Gary Gray,Kurt Wimmer,55500000.0,2890.0,"Jamie Foxx,Gerard Butler,Viola Davis",Kurt Wimmer,,Brian Tyler,10,2009,1.11,28175.4591592,73324446.832
Laws of Attraction,38,2004-04-30,22517781.3,2004-04-30,87.0,PG-13,Romantic Comedy,New Line,,"Mark Gordon, ,(executive),Bob Yari, ,(executive)",40320000.0,2449.0,"Pierce Brosnan,Julianne Moore,Michael Sheen,Parker Posey",Aline Brosh McKenna,,Ed Shearmur,4,2004,1.26,9194.68407513,94342078.8911
Leap Year,33,2010-01-08,28251622.8,2010-01-08,97.0,PG,Romantic Comedy,Universal,,"Chris Bender,Roger Birnbaum,Jonathan Glickman,J.C. Spink, ,(executive)",20710000.0,2512.0,"Amy Adams,Matthew Goode,Adam Scott",,,Randy Edelman,1,2010,1.09,11246.6651274,103033988.514
Leatherheads,56,2008-04-04,34825071.18,2008-04-04,114.0,PG-13,Sports Comedy,Universal,George Clooney,"Grant Heslov,Casey Silver,Jeffrey Silver, ,(executive)",64380000.0,2798.0,"George Clooney,Renee Zellweger,John Krasinski,Jonathan Pryce*",,,Randy Newman,4,2008,1.11,12446.4157184,98885931.48
Lee Daniels' The Butler,66,2013-08-16,118964736.9,2013-08-16,132.0,PG-13,Drama,Weinstein Company,Lee Daniels,"Lee Daniels,Danny Strong, ,(executive),Laura Ziskin",30600000.0,3330.0,"Forest Whitaker,Oprah Winfrey,John Cusack,Jane Fonda,Cuba Gooding, Jr.,Terrence Howard,Lenny Kravitz,James Marsden,David Oyelowo,Vanessa Redgrave,Alan Rickman,Liev Schreiber,Robin Williams,Minka Kelly*,Mariah Carey*,Alex Pettyfer*",Danny Strong,,,8,2013,1.02,35725.1462162,238564980.66
Legally Blonde,59,2001-07-13,129337703.16,2001-07-13,96.0,PG-13,Comedy,MGM,Robert Luketic,Marc Platt,24120000.0,2725.0,"Reese Witherspoon,Luke Wilson,Selma Blair,Jennifer Coolidge,Ali Larter","Karen McCullah Lutz,Kirsten Smith",Larry Sher,Rolfe Kent,7,2001,1.34,47463.3773064,58291093.425
Legend of the Guardians: The Owls of Ga'Hoole,53,2010-09-24,60686091.17,2010-09-24,90.0,PG,Animation,Warner Bros.,Zack Snyder,"Deborah Snyder, ,(executive)",87200000.0,3575.0,"Abbie Cornish, ,(Voice),Ryan Kwanten ,(Voice),Helen Mirren, ,(Voice),Sam Neill ,(Voice),Richard Roxburgh ,(Voice),Geoffrey Rush, ,(Voice),Jim Sturgess, ,(Voice),Hugo Weaving, ,(Voice),David Wenham ,(Voice)",John Orloff,,David Hirschfelder,9,2010,1.09,16975.1303972,297265646.82
Legends of Oz: Dorothy's Return,25,2014-05-09,8546647.27,2014-05-09,88.0,PG,Animation,Clarius Entertainment,,,70700000.0,2658.0,"Lea Michele ,(Voice),Dan Aykroyd ,(Voice),Kelsey Grammer, ,(Voice),James Belushi ,(Voice),Hugh Dancy ,(Voice),Oliver Platt ,(Voice),Martin Short ,(Voice)","Adam Balsam,Randi Barnes",,,5,2014,1.01,3215.44291573,157172943.027
Lemony Snicket's A Series of Unfortunate Events,62,2004-12-17,149479531.74,2004-12-17,113.0,PG,Family Adventure,Paramount,Brad Silberling,"Scott Aversano,Scott Rudin, ,(executive),Barry Sonnenfeld, ,(executive producer),Jim Van Wyck",176400000.0,3623.0,"Jim Carrey,Meryl Streep,Emily Browning,Jude Law,Jamie Harris*,Cedric the Entertainer*","Robert Gordon,Daniel Handler",,Thomas Newman,12,2004,1.26,41258.496202,156794454.55
Let Me In,79,2010-10-01,13227079.15,2010-10-01,115.0,R,Horror,Overture Films,Matt Reeves,,21800000.0,2042.0,"Kodi Smit-McPhee,Chloe Moretz,Richard Jenkins,Elias Koteas",Matt Reeves,,Michael Giacchino,10,2010,1.09,6477.51182664,77233557.4375
Let's Be Cops,30,2014-08-13,83214681.74,2014-08-13,104.0,R,Action Comedy,Fox,Luke Greenfield,"Luke Greenfield,Simon Kinberg,Nicholas Thomas, ,(executive)",17170000.0,3140.0,"Keegan-Michael Key,Jake Johnson,Damon Wayans Jr.,Andy Garcia","Luke Greenfield,Nicholas Thomas",,Christophe Beck,8,2014,1.01,26501.491,120454202.508
Lethal Weapon 3,36,1992-05-15,144731527.0,1992-05-15,118.0,R,Action Comedy,Warner Bros.,Richard Donner,Joel Silver,35000000.0,2568.0,"Mel Gibson,Danny Glover,Rene Russo",Robert Mark Kamen,,Michael Kamen,5,1992,1.0,56359.6288941,14587732.0
Lethal Weapon 4,37,1998-07-10,130444603.0,1998-07-10,127.0,R,Action Comedy,Warner Bros.,Richard Donner,"Joel Silver,Jim Van Wyck, ,(executive)",140000000.0,3117.0,"Mel Gibson,Danny Glover,Rene Russo,Chris Rock,Jet Li","Alfred Gough & Miles Millar*, ,(Story)",Andrzej Bartkowiak,Michael Kamen,7,1998,1.0,41849.4074431,123523175.0
Letters from Iwo Jima,89,2006-12-20,16232176.76,2006-12-20,141.0,R,War,Warner Bros.,Clint Eastwood,"Clint Eastwood,Paul Haggis, ,(executive producer),Robert Lorenz,Steven Spielberg",22420000.0,781.0,Ken Watanabe,"Paul Haggis,Iris Yamashita",,,12,2006,1.18,20783.8370807,154670664.437
Life,63,1999-04-16,91357021.47,1999-04-16,109.0,R,Comedy,Universal,,Brian Grazer,114400000.0,2613.0,"Eddie Murphy,Martin Lawrence,Sanaa Lathan*,Bernie Mac*",,,,4,1999,1.43,34962.5034328,63387773.5
Life,59,2015-12-04,91357021.47,1999-04-16,109.0,R,Comedy,Universal,,Brian Grazer,114400000.0,2613.0,"Eddie Murphy,Martin Lawrence,Sanaa Lathan*,Bernie Mac*",,,,4,1999,1.43,34962.5034328,63387773.5
Life as a House,45,2001-10-26,20994141.8,2001-10-26,124.0,R,Drama,New Line,Irwin Winkler,"Rob Cowan,Michael De Luca, ,(executive),Irwin Winkler",36180000.0,1288.0,"Kevin Kline,Kristin Scott Thomas,Hayden Christensen,Jena Malone,Mary Steenburgen",,,Mark Isham,10,2001,1.34,16299.7995342,83193522.8433
Life as We Know It,39,2010-10-08,58178402.29,2010-10-08,112.0,PG-13,Comedy,Warner Bros.,Greg Berlanti,"Joe Hartwick Jr., ,(executive),Scott Niemeyer, ,(executive)",41420000.0,3150.0,"Katherine Heigl,Josh Duhamel,Josh Lucas,Christina Hendricks,Jean Smart,Melissa McCarthy*",,,,10,2010,1.09,18469.3340603,174360552.222
Life During Wartime,69,2010-07-23,306777.23,2010-07-23,98.0,R,Comedy / Drama,IFC,Todd Solondz,,4905000.0,20.0,"Ciaran Hinds,Allison Janney",Todd Solondz,,,7,2010,1.09,15338.8615,61410160.0825
Life of Pi,79,2012-11-21,129986503.92,2012-11-21,126.0,PG,Adventure,Fox,Ang Lee,Ang Lee,124800000.0,2946.0,"Suraj Sharma,Irrfan Khan",David Magee,,Mychael Danna,11,2012,1.04,44123.0495316,214688504.8
Lincoln,86,2012-11-09,189496291.92,2012-11-09,145.0,PG-13,Historical Drama,Buena Vista,Steven Spielberg,"Kathleen Kennedy,Daniel Lupi, ,(executive),Jeff Skoll, ,(executive),Steven Spielberg",67600000.0,2293.0,"Daniel Day-Lewis,Sally Field,David Strathairn,Joseph Gordon-Levitt,James Spader,Hal Holbrook,Tommy Lee Jones,John Hawkes*,Jackie Earle Haley*,Bruce McGill*,Tim Blake Nelson*,Jared Harris*,Lee Pace*,Michael Stuhlbarg*,Walton Goggins*,David Oyelowo*,Dane DeHaan*,Lukas Haas*",Tony Kushner,,John Williams,11,2012,1.04,82641.2088618,318908052.55
Lions for Lambs,47,2007-11-09,17253282.1,2007-11-09,88.0,R,War Drama,United Artists,Robert Redford,"Matthew Michael Carnahan,Daniel Lupi, ,(executive)",40250000.0,2216.0,"Robert Redford,Meryl Streep,Tom Cruise,Michael Pena,Andrew Garfield,Peter Berg,Derek Luke,Josh Zuckerman*",Matthew Michael Carnahan,,Mark Isham,11,2007,1.15,7785.77712094,281566413.48
Little Black Book,36,2004-08-06,26080321.68,2004-08-06,105.0,PG-13,Romantic Comedy,Sony (Revolution),Nick Hurran,,44100000.0,2445.0,"Brittany Murphy,Holly Hunter,Ron Livingston,Kathy Bates,Julianne Nicholson,Rashida Jones",Elisa Bell,Theo Van de Sande,Christophe Beck,8,2004,1.26,10666.7982331,137794629.637
Little Children,75,2006-10-06,6446362.42,2006-10-06,130.0,R,Drama,New Line,Todd Field,"Albert Berger,Todd Field,Ron Yerxa",30680000.0,115.0,"Kate Winslet,Jennifer Connelly,Patrick Wilson,Jackie Earle Haley",,,Thomas Newman,10,2006,1.18,56055.3253913,115707349.08
Little Fockers,27,2010-12-22,161798074.0,2010-12-22,98.0,PG-13,Comedy,Universal,Paul Weitz,"Ryan Kavanaugh, ,(executive),Daniel Lupi, ,(executive)",109000000.0,3675.0,"Ben Stiller,Robert DeNiro,Dustin Hoffman,Barbra Streisand,Teri Polo,Owen Wilson,Jessica Alba,Blythe Danner,Harvey Keitel,Kevin Hart*",John Hamburg,,Stephen Trask,12,2010,1.09,44026.6868027,351869061.6
Little Man,26,2006-07-14,69201161.36,2006-07-14,90.0,PG-13,Comedy,Sony (Revolution),Keenen Ivory Wayans,"Rick Alvarez,Joe Roth",75520000.0,2537.0,"Shawn Wayans,Marlon Wayans,Kerry Washington,Tracy Morgan,Rob Schneider*, ,(Cameo)",,,Teddy Castellucci,7,2006,1.18,27276.7683721,133829785.853
Little Miss Sunshine,80,2006-07-26,70671495.64,2006-07-26,101.0,R,Comedy,Fox Searchlight,,"Albert Berger,Ron Yerxa",9440000.0,1602.0,"Greg Kinnear,Steve Carell,Toni Collette,Paul Dano,Abigail Breslin,Alan Arkin,Bryan Cranston*",Michael Arndt,Tim Suhrstedt,Mychael Danna,7,2006,1.18,44114.541598,216540909.0
Little Nicky,38,2000-11-10,54461389.5,2000-11-10,84.0,PG-13,Comedy,New Line,Steven Brill,"Michael De Luca, ,(executive),Jack Giarraputo,Adam Sandler, ,(executive),Robert Simonds",117300000.0,2910.0,"Adam Sandler,Patricia Arquette,Harvey Keitel,Rhys Ifans,Reese Witherspoon*, ,(Cameo),Rob Schneider*, ,(Cameo),Quentin Tarantino*, ,(Cameo)","Tim Herlihy,Adam Sandler",Theo Van de Sande,Teddy Castellucci,11,2000,1.38,18715.2541237,107985262.17
Live Free or Die Hard,69,2007-06-27,154708813.45,2007-06-27,130.0,PG-13,Action,Fox,Len Wiseman,,126500000.0,3411.0,"Bruce Willis,Timothy Olyphant,Justin Long,Maggie Q,Cliff Curtis,Mary Elizabeth Winstead,Kevin Smith",Mark Bomback,,Marco Beltrami,6,2007,1.15,45355.8526678,158155165.18
Living Out Loud,64,1998-10-30,12905901.0,1998-10-30,102.0,R,Comedy / Drama,New Line,Richard LaGravenese,"Michael Shamberg,Stacey Sher",20000000.0,1087.0,"Holly Hunter,Danny DeVito,Queen Latifah,Martin Donovan",Richard LaGravenese,,George Fenton,10,1998,1.0,11872.9540018,90683269.2
Lockout,48,2012-04-13,14899938.56,2012-04-13,110.0,PG-13,Sci-Fi Action,FilmDistrict,,"Luc Besson, ,(executive)",20800000.0,2335.0,"Guy Pearce,Maggie Grace,Peter Stormare","Luc Besson,James Mather,Stephen St. Leger",,Alexandre Azaria,4,2012,1.04,6381.13000428,89861275.9133
Lone Survivor,60,2013-12-27,127597513.02,2013-12-25,121.0,R,Action Drama,Universal,Peter Berg,"Randall Emmett,George Furla, ,(executive),Stephen Levinson,Steven Saxton, ,(executive)",40800000.0,3285.0,"Mark Wahlberg,Taylor Kitsch,Eric Bana,Emile Hirsch,Ben Foster,Alexander Ludwig",Peter Berg,,,12,2013,1.02,38842.4697169,114271424.103
Looney Tunes: Back in Action,64,2003-11-14,27078859.56,2003-11-14,90.0,PG,Family Adventure,Warner Bros.,,Bernie Goldmann,103200000.0,2903.0,Brendan Fraser,,,Jerry Goldsmith,11,2003,1.29,9327.88823975,81497585.8267
Looper,84,2012-09-28,69145653.2,2012-09-28,118.0,R,Sci-Fi Action,TriStar,Rian Johnson,"Ram Bergman,Joseph Gordon-Levitt, ,(executive),Dan Mintz, ,(executive),Peter Schlessel, ,(executive),James D. Stern",31200000.0,2993.0,"Bruce Willis,Joseph Gordon-Levitt,Emily Blunt,Paul Dano,Piper Perabo,Jeff Daniels,Garret Dillahunt*,Tracie Thoms*",Rian Johnson,,Nathan Johnson,9,2012,1.04,23102.4567992,94806574.6885
Lord of War,62,2005-09-16,29462551.04,2005-09-16,122.0,R,Crime,Lions Gate,Andrew Niccol,"Nicolas Cage,James D. Stern, ,(executive)",61000000.0,2814.0,"Nicolas Cage,Ethan Hawke,Bridget Moynahan",Andrew Niccol,,,9,2005,1.22,10469.9897086,141097209.24
Lords of Dogtown,56,2005-06-03,13753690.74,2005-06-03,107.0,PG-13,Sports Drama,Sony / Columbia,Catherine Hardwicke,,30500000.0,1865.0,"Heath Ledger,Emile Hirsch,America Ferrera,Johnny Knoxville*,Jeremy Renner*",,Elliot Davis,Mark Mothersbaugh,6,2005,1.22,7374.63310456,83885051.22
Loser,35,2000-07-21,21553703.88,2000-07-21,95.0,PG-13,Romantic Comedy,Sony / Columbia,Amy Heckerling,,27600000.0,2016.0,"Jason Biggs,Mena Suvari,Greg Kinnear,David Spade*, ,(Cameo)",,,David Kitay,7,2000,1.38,10691.321369,146662235.72
Lost in Space,42,1998-04-03,69117629.0,1998-04-03,130.0,PG-13,Sci-Fi Adventure,New Line,Stephen Hopkins,"Michael De Luca, ,(executive),Akiva Goldsman",80000000.0,3306.0,"Gary Oldman,William Hurt,Matt LeBlanc,Mimi Rogers,Heather Graham,Lacey Chabert,Jared Harris",Akiva Goldsman,,,4,1998,1.0,20906.7238355,53823431.4
Lost in Translation,89,2003-09-12,57515234.37,2003-09-12,102.0,R,Comedy,Focus Features,Sofia Coppola,Ross Katz,5160000.0,882.0,"Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris",Sofia Coppola,,,9,2003,1.29,65210.0162925,156120669.98
Lost Souls,16,2000-10-13,23205049.14,2000-10-13,97.0,R,Horror,New Line,,"Michael De Luca, ,(executive)",69000000.0,1970.0,Winona Ryder,,,,10,2000,1.38,11779.2127614,44625620.2114
Lottery Ticket,50,2010-08-20,26944668.11,2010-08-20,99.0,PG-13,Comedy,Warner Bros.,Erik White,"Matt Alvarez,Ice Cube, ,(executive),Broderick Johnson,Andrew A. Kosove",18530000.0,1974.0,"Bow Wow,Brandon T. Jackson,Naturi Naughton,Loretta Devine,Ice Cube,Keith David,Terry Crews,Mike Epps","Erik White, ,(story),Abdul Williams",,,8,2010,1.09,13649.7812107,122425376.79
Love & Basketball,70,2000-04-21,37894268.7,2000-04-21,127.0,PG-13,Sports Drama,New Line,Gina Prince-Bythewood,"Jay Stern, ,(executive)",27600000.0,1245.0,"Omar Epps,Sanaa Lathan,Regina Hall*,Boris Kodjoe*",Gina Prince-Bythewood,,Terence Blanchard,4,2000,1.38,30437.1636145,48766975.4
